Place ID,Name,Address,Rating,Types
ChIJ4_0zjx1Zei4RjL2-VacsozA,Huh hah chines food,"Jl. Anggrek No.66-58, Samirono, Caturtunggal, Kabupaten Sleman",4.7,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJI_CtzuhZei4RXXbGmeQrrS8,Ling-Ling Food,"Unnamed Road, Cambahan, Nogotirto, Kabupaten Sleman",5,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJT-vBtO5Zei4Rp2kEC851Dvw,Tio Ciu Original Chinese Food,"Jl. Raya Kledokan No.27, Tempel, Caturtunggal, Kabupaten Sleman",4.5,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJDUrHoiRZei4RskPbsazvD4k,Masshita Food,"6995+M8M, Bumijo, Yogyakarta City",5,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJq8UVKfBXei4RAAD7T7IFyTw,Chinese Food Patangpuluhan,"Jl. Pamularsih No.243, Patangpuluhan, Kota Yogyakarta",4.3,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJPYHpdQJZei4Rfq0-vagjiPg,LAKUNO food court- Nologaten Yogyakarta,"Jl. Nologaten, Tempel, Caturtunggal, Kabupaten Sleman",5,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJcWPbYTBYei4R5__kiNVcX6Y,Madam Tan Indonesian Food,"Jl. C. Simanjuntak No.78A, Terban, Kota Yogyakarta",4.3,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJsx9PloFZei4ROP9FRuD6ZQY,Cimie Food & Drink,"Mesan, No.7, RT.01/RW.031, Kutu Dukuh, Sinduadi, Kabupaten Sleman",5,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJ-UvbXTVZei4R3BPneNqwAGw,Happy Rice Bowl Chinese Food 86,"6C63+PFR, Gg. Nusa Indah, Jaranan, Banguntapan, Kabupaten Bantul",3.7,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJMYBL_BxZei4R_bKH0hmsYfM,Chinnese Food dan Penyetan Mbak Ning,"Mancasan kidul,Rt06,Rw16, Dero, Condongcatur, Kabupaten Sleman",0,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJvUfuk_JYei4RH9en6hZXlDc,Depot Pak De Sejati Masakan Chinese Food,"Jl. Kebon Agung No.101, Mlati Krajan, Sendangadi, Kabupaten Sleman",0,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJybEZ1E1Xei4RCISkDj3grks,Mommy Henny Food,"Mangkuyudan Jageran MJ 3/349 RT28, RW.08, Mantrijeron, Kota Yogyakarta",5,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJpX596vZYei4R4YwublfhGVg,Food Story꧋ꦥ꦳ꦺꦴꦂꦣ꧀ꦱ꧀ꦠꦺꦴꦂꦪ꧀,"Jogja Paradise Food Court, Jalan Magelang Km. 6 ( depan Rich Hotel, Kutu Tegal, Sinduadi, Sleman Regency",5,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJEyJ6-C9Yei4RPcXTNcNHG0w,Twins Restaurant,"6967+682, JL. P. Mangkubumi, Gowongan, Kota Yogyakarta",3.9,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJA0YH5DFYei4RA8aRjoBXkb8,The House of Raminten,"Jl. Faridan M Noto No.7, Kotabaru, Kota Yogyakarta",4.5,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJUQyDGr1Xei4RO5dXFv3bepE,Mediterranea Restaurant by Kamil,"Tirtodipuran St No.24A, Mantrijeron, Yogyakarta City",4.7,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJy3I-pyZYei4R6QiUN5Zb7u8,Malioboro Restaurant,"Prima In Hotel, Jl. Gandekan No.47, Pringgokusuman, Yogyakarta City",4.9,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJ936HZihYei4Rj-jYhbxIEAY,Joglo Restaurant,"Nueve Jogja Hotel Area, Jalan Mataram No.9, Suryatmajan, Danurejan, Suryatmajan, Kota Yogyakarta",0,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJI_Wmq3FZei4R7SYDsvUHPAM,Kalluna,"Jl. Sajiono No.13, Kotabaru, Kota Yogyakarta",4.6,"['restaurant', 'cafe', 'point_of_interest', 'food', 'establishment']"
ChIJk-q9jRRXei4RynFu1T6P-c4,City Grill - Eastern Mediterranean Restaurant,"Jl. Parangtritis No.95, Brontokusuman, Kota Yogyakarta",4.9,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJNzwAZV1Xei4RVTp_xIzuC2I,Restaurant Warung Toscana,"Jl. Prawirotaman No.29, Brontokusuman, Kota Yogyakarta",4.6,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJi66HT_xZei4R6mI17gNLlqQ,Havene Restaurant,"Jl. Colombo Yogyakarta No.7, Karang Malang, Caturtunggal, Kabupaten Sleman",5,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJt6DmmYdXei4RljkTvlvflA4,El Patio Restaurant,"Jl. Mayor Suryotomo No.31, Ngupasan, Kota Yogyakarta",4.5,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJ3UKwraJZei4RtKdyX9Km-Jk,De Celine Restaurant,"Jl. F.M. Noto No.17, Kotabaru, Kota Yogyakarta",4.5,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJu46AxyZYei4RuIq-5pavcfA,Makmur Restaurant,"6956+2JH, Sosromenduran, Yogyakarta City",4.5,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJHRrsffZYei4RZOfY7wdD7x0,Peony Restaurant,"The Sahid Rich Area, Jalan Magelang Km. 6, No. 18, Sinduadi, Kutu Patran, Sinduadi, Kabupaten Sleman",4.1,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJ83vDHxBXei4RknQzz8XPgAc,Seroja Restaurant Grand Rohan Hotel,"Grand Rohan Jogja, Jl. Raya Janti Jl. Gedongkuning No.336, Modalan, Banguntapan, Bantul Regency",4.6,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJq0cixsJZei4RECRk6pRWM_w,SMARA Restaurant,"Jl. Laksda Adisucipto No.82, Ambarukmo, Caturtunggal, Kabupaten Sleman",4.8,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJ6xCz4aNXei4RinWDAOUuBz8,Vine Restaurant,"Jl. Prawirotaman 2 No.839, Brontokusuman, Kota Yogyakarta",4.2,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJC2brNM5Zei4RZrYneJY5U78,Restaurant Hotel Ogh Doni Jogja,"Jl. Tri Brata No.2 B, Klitren, Kota Yogyakarta",2.7,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJgxG6FqNZei4RiNhhhdighNU,Taman Sari Bar & Grill Restaurant,"Yogyakarta Marriott Hotel 2nd Floor, Jl. Ring Road Utara, Kaliwaru, Condongcatur, Kabupaten Sleman",4.7,"['restaurant', 'bar', 'point_of_interest', 'food', 'establishment']"
ChIJwYfUbaNXei4RBQWELFjAYTA,Indie Restaurant,"Indies Heritage Hotel Area, Jl. Prawirotaman 3 No.625, Brontokusuman, Kota Yogyakarta",4.7,"['restaurant', 'cafe', 'point_of_interest', 'food', 'establishment']"
ChIJbff9ML9Zei4RjpMNc7We06c,Andrawina Restaurant Hotel Alana,"796G+6V5, Mudal, Sariharjo, Kabupaten Sleman",4.3,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJ54F4uEJZei4RtMY_WNT5ghM,Tlogo Putri Restaurant,"Jl. Seturan Raya No.5A, Kledokan, Caturtunggal, Kabupaten Sleman",0,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJAx-ueuhZei4Rn4_nPQ6LZwE,SamaZana Restaurant,"Royal Ambarrukmo Yogyakarta, Jl. Laksda Adisucipto No.81, Ambarukmo, Caturtunggal, Kabupaten Sleman",4.7,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJtfn0SvtZei4Rq4CKJ5EnKiM,PAPRIKA RESTAURANT,"Jl. Dagen No.60, Sosromenduran, Kota Yogyakarta",5,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJzxsNOyZYei4Reawc_uk_nRU,Bina Nusa Rama PT,"Mal Malioboro Ground Floor, Jl Malioboro No 52-58, Suryatmajan, Kota Yogyakarta",3.5,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJ3-Fji7lXei4REtfqid2XtZs,Fast Food Restaurant,"Krapyak Kulon, Panggungharjo, Bantul Regency",0,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJlaCckJVZei4R13XDnq3-8dw,Coconut Club Restaurant,"Jl. Jend. Sudirman No.89, Terban, Kota Yogyakarta",5,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJB5MnxL1Zei4RU9zXURy8v0g,Fast Food Restaurant,"Dabag, Condongcatur, Sleman Regency",3,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJB_L6rrBZei4Rr3ixrqJY0Ug,Dunia Kita Cafe & Restaurant,"Jl. Seturan Raya No.168 A, Kledokan, Caturtunggal, Kabupaten Sleman",4.6,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJEZ-zNvpZei4RUKY86z5OmCI,Purple Restaurant,"Jl. Laksda Adisucipto No.80, Demangan Baru, Caturtunggal, Kabupaten Sleman",2.7,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJy7kW9t5Zei4RM9TQDCBECLU,Resto,"Jl. Palagan Tentara Pelajar No.43-49, Jongkang, Sariharjo, Kabupaten Sleman",0,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJTXnINj9Yei4R67U853oBhuA,Fast Food Restaurant,"Kricak, Yogyakarta City",3,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJX900A11Yei4RVyNQ82OYoa4,Fast Food Restaurant,"69P4+FXR, Jl. Bangau, Kutu Patran, Sinduadi, Kabupaten Sleman",3,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJH03CYY1Xei4RTDTe65njvUk,Bale Raos - The Sultan's Dishes,"Jl. Magangan Kulon No.1, Panembahan, Kota Yogyakarta",4.5,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJAdR69vFYei4RhdlM_YlABM0,Joglo Mlati Restaurant,"Jl. Kebon Agung No.170, Karang Geneng, Sendangadi, Kabupaten Sleman",4.3,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJ5ZKIDtpZei4RcMs45LYRr14,Fast Food Restaurant,"Demangan, Yogyakarta City",0,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJ-2XrOcVZei4RGmVtZv7QbP0,Ibis Kitchen Restaurant,"Jl. Laksda Adisucipto No.80, Demangan Baru, Caturtunggal, Kabupaten Sleman",4.5,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJRRu6OMJZei4Rd7wU9hQgj7Y,Fast Food Restaurant,"Tempel, Caturtunggal, Sleman Regency",2,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJ41Y7mRdYei4RGhBz7yUqP6o,Fast Food Restaurant,"Tegalrejo, Yogyakarta City",3.5,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJo3eXS1JYei4RtW5mo0PVT88,Bubur Ayam Dan Soto Ayam Fast Food Restaurant,"Pogung Kidul, Sinduadi, Sleman Regency",0,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJJ0ZYc7FZei4RjfQ-zKdc4LY,Pamungkas Warmindo Restaurant,"Jalan Agro, Klebengan, Karang Gayam, Caturtunggal, Kabupaten Sleman",4.7,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJGVWHzApYei4RTD1XiRZwLX8,Fast Food Restaurant,"Nogosaren, Nogotirto, Sleman Regency",0,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJjTG0rYtYei4RDojTDe5ovKs,Pecel Lele Restaurant,"Trini, Trihanggo, Sleman Regency",0,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJDStsz4VYei4RyDb_sHAX-D4,Warung Makan Mie Ayam & Bakso Fastfood Restaurant,"68XR+W5W, Jl. Ring Road Utara, Baturan, Trihanggo, Kabupaten Sleman",4,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJn4gALk1Yei4RwB-wq61W_1s,Tora Tora Restaurant (Japanese Cuisine),"69MH+JRC, Senolowo, Sinduadi, Sleman Regency",4.3,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJLUYfT85Zei4RrPNf-Drgay4,De Laxston Restaurant,"De Laxston hotel Area, Jl. Urip Sumoharjo No.139 A, Klitren, Kota Yogyakarta",4.2,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJC8MifitYei4RwZSHcQxN8Sg,“Malinda” Restaurant,"Jl. Lempuyangan No.001, Bausasran, Kota Yogyakarta",3.2,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJA0v0I-FZei4RfwVDpT27OVM,Hauw Family Restaurant,"Jl. Nogotirto No.34, Area Sawah, Nogotirto, Kabupaten Sleman",4.7,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJD2Q_Mu9Zei4Rl0cJ04xiGS4,Verandah Alfresco,"Eastparc Hotel Area, Jalan Laksda Adisucipto Km. 6.5, Seturan, Caturtunggal, Kecamatan Depok, Ngentak, Caturtunggal, Kabupaten Sleman",4.5,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJwcsJHPZXei4R4kF5_cBWais,The Tannoor Restaurant,"Jl. Sartono No.827, Mantrijeron, Kota Yogyakarta",4.8,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJLzJulxpXei4RhH3JNtgorQE,Sekar Kedhaton Restaurant,"Jl. Tegal Gendu No.28, Prenggan, Kota Yogyakarta",4.5,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJPeVunsJZei4RQhjcjX9gNXs,Yashinoki Restaurant Karaoke Pub,"Jl. Laksda Adisucipto Km. 6 Catur Tunggal Depok Sleman Daerah Istimewa Yogyakarta, Ambarukmo, Caturtunggal, Kabupaten Sleman",3,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJ_zHPwqRZei4RihcRtLxZLRk,Gadjah Wong Restaurant,"Jl. Affandi No.79D, Soropadan, Condongcatur, Kabupaten Sleman",4.5,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJcQKhsGNYei4RwCFbc514IOY,Fast Food Restaurant,"Salakan, Trihanggo, Sleman Regency",4.3,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJcWPbYTBYei4R5__kiNVcX6Y,Madam Tan Indonesian Food,"Jl. C. Simanjuntak No.78A, Terban, Kota Yogyakarta",4.3,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJQS8_ytJZei4RK9-6ZrnGGOI,Baru Restaurant,"696H+XFJ, Jl. Kusbini, Demangan, Kota Yogyakarta",4.5,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJkVIOs4VXei4RnrM5Venr8Fs,Lie Djiong Restaurant,"Jl. Brigjen Katamso No.21, Prawirodirjan, Kota Yogyakarta",4.5,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJjUjwGjBYei4RxIHWOsZFMrs,Twin's Mart & Restaurant,"6979+W2F, Jl. Kp. Jogoyudan, Gowongan, Kota Yogyakarta",0,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJRXwEKYhXei4Rn3SxsVMvRj0,Mahkota Chinese Restaurant,"Jl. Pajeksan No.25, Ngupasan, Kota Yogyakarta",4.5,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJOUWD0rxXei4Rk2MxMRpvLQg,KESUMA Restaurant,"Jl. Sartono No.829, Mantrijeron, Kota Yogyakarta",4.6,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJhdCiKSZYei4RL7zxCFh65rQ,La Table Restaurant,"Jl. Malioboro No.52-58, Suryatmajan, Kota Yogyakarta",5,"['restaurant', 'point_of_interest', 'food', 'establishment']"
ChIJHUyvBJ9Zei4RPpdMs9oy97o,atiga cafe,"Jl. Delima, leles, Condongcatur, Kabupaten Sleman",4.6,"['cafe', 'food', 'point_of_interest', 'establishment']"
ChIJ83FQBmJZei4RGDXOV6dJcTs,Cafe Es.kopi djawa,"Jalan, Kutu Patran, Sinduadi, Sleman Regency",4.7,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']"
ChIJkTTtzepZei4R_qvPU4ETG0c,MbahMoe Cafe,"Jl. Perumnas, Dabag, Condongcatur, Kabupaten Sleman",4.3,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']"
ChIJI67jIMtZei4RyGXIaVtfAN4,Petik Merah Cafe & Roastery,"Jl. Cucak Rowo No.1, Demangan Baru, Caturtunggal, Kabupaten Sleman",4.5,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']"
ChIJWz5bDKJZei4RiLAKO7IPHb0,Cahyo cafe,"Jl. Tampar No.34, Karangwuni, Caturtunggal, Kabupaten Sleman",4.9,"['cafe', 'food', 'point_of_interest', 'establishment']"
ChIJXTMpu1BXei4Rx1KYOKlEU24,R3 CAFE,"Brajan, Tamantirto, Bantul Regency",4.3,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']"
ChIJgbfOZjRYei4RgtVB5W3lH2g,Coklat Cafe,"Jl. Cik Di Tiro No.19, Terban, Kota Yogyakarta",4.5,"['cafe', 'food', 'point_of_interest', 'establishment']"
ChIJN_0v3ftZei4RR_TEC1LS-a8,TROTOAR CAFE,"Jl. Asem Kranji No.73, Dero, Condongcatur, Kabupaten Sleman",5,"['cafe', 'food', 'point_of_interest', 'establishment']"
ChIJ--6KH6NXei4RsxqyqmnEyiI,Luku Cafe,"59J9+87J, Jl. Parangtritis, Mantrijeron, Kota Yogyakarta",4.5,"['cafe', 'food', 'point_of_interest', 'establishment']"
ChIJ58SWYKZZei4RteU_zHB_Yb8,Cafe Koempul,"69VV+27F, Candok, Condongcatur, Sleman Regency",4.5,"['cafe', 'food', 'point_of_interest', 'establishment']"
ChIJ12iZq5ZXei4RgQuh1QR2C3c,RT Cafe,"Jl. Patehan Lor No.8, Patehan, Kota Yogyakarta",4.6,"['cafe', 'food', 'point_of_interest', 'establishment']"
ChIJl1DJyt5Zei4Rvz_yPQeMcf8,Warmindo Perdana Cafe,"Jl Gandekan lor no 62, Pringgokusuman, Kota Yogyakarta",4.4,"['cafe', 'food', 'point_of_interest', 'establishment']"
ChIJuRhXwgX4ei4R7-Z1IDKQKjU,Bejo Coffee Cafe,"Jl. Anggrek Tegalrejo, Geblagan, Tamantirto, Kabupaten Bantul",4.5,"['cafe', 'food', 'point_of_interest', 'establishment']"
ChIJg73Jd9hZei4R5o3ahoBpAxw,Super Hotspot Cafe Timoho,"694V+446, Jl. Timoho, Muja Muju, Kota Yogyakarta",4.6,"['cafe', 'food', 'point_of_interest', 'establishment']"
ChIJMSH7IKNXei4RZwrjtxaPICs,Rui's Cafe,"59J8+469, Jl. Parangtritis, Mantrijeron, Kota Yogyakarta",4.4,"['cafe', 'food', 'point_of_interest', 'establishment']"
ChIJ--AUZHVXei4RRjha7h4e_SM,Mangguk Coffee Cafe,"6C22+HJ4, Gg. Tirta, Jomblangan, Banguntapan, Kabupaten Bantul",4.7,"['cafe', 'food', 'point_of_interest', 'establishment']"
ChIJZ_CIZHxZei4RSCdqRK4WZpc,SlAMET CAFE,"Jl. Prau No.31, Kotabaru, Kota Yogyakarta",4.9,"['cafe', 'food', 'point_of_interest', 'establishment']"
ChIJzeTyeWtXei4RtdDcog7TliQ,RanyBelle Cafe,"32 street, Jl. Prawirotaman No.1, Kota Yogyakarta",4.9,"['cafe', 'food', 'point_of_interest', 'establishment']"
ChIJRQ0FhCtXei4Rast2IxCBRVE,missLOKA - Café and Eatery,"58XR+2J3, Jl. IKIP PGRI I Sonosewu, Sonosewu, Ngestiharjo, Kabupaten Bantul",4.9,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']"
ChIJ-QfuuAZXei4RsyQDeFNowp0,OKID Cafe,"Jl. Panembahan No.1-3, Panembahan, Kota Yogyakarta",4.7,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']"
ChIJuwnxWIlXei4RVDayOeTHcF4,CAFE SUKA SUKA,"Jl. Tegal Kenongo No.rt 02, Tegal Kenanga, Tirtonirmolo, Kabupaten Bantul",5,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']"
ChIJLcK1tI1Zei4RPiiyIW38jNM,Point Coffee,"Jl. Timoho No.90, Baciro, Kota Yogyakarta",4.7,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']"
ChIJ85zpM3RZei4R8uhLDcG5B3U,Metreum Cafe,"695X+M84, Jomblangan, Banguntapan, Bantul Regency",4.4,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']"
ChIJ6TBsvDxZei4RMj4LyLsr1BI,Chaiya Cafe,"Taman Kuliner Condong Catur, Kios R-28, Jl. Anggajaya III Jl. Affandi, Gejayan, Condongcatur, Kabupaten Sleman",5,"['cafe', 'food', 'point_of_interest', 'establishment']"
ChIJT802CndXei4RnbV0q9GPMfc,Sawo 7 Cafe and Guest House,"Jl. Sawojajar No.7, Panembahan, Kota Yogyakarta",4.5,"['cafe', 'lodging', 'food', 'point_of_interest', 'establishment']"
ChIJ-1Thfn1Xei4RdP5_TuNLnLU,good day cafe,"5,, Jl. Cantel Baru No.3, Semaki, Kota Yogyakarta",4.6,"['cafe', 'food', 'point_of_interest', 'establishment']"
ChIJn22PYLVZei4Re-vyd5zTsl8,Semusim Cafe,"69WM+PMM Daerah Istimewa, Purwosari, Sinduadi, Sleman Regency",4.4,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']"
ChIJc86PnqJZei4RsmnQA2NhTCc,Uptown Cafe and Space,"6CG5+G45, Jl. Student Castle, Kledokan, Caturtunggal, Kabupaten Sleman",4.7,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']"
ChIJB4c4wt9Zei4Rj0ip9kvlzyY,Maji Cafe and Eatery,"Jl. Sorowajan Baru, Jomblangan, Banguntapan, Kabupaten Bantul",4.5,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']"
ChIJA634c-pZei4RrdNdN0kRTCM,Lipu Cafe(ꦭꦶꦥꦸꦕꦥ꦳ꦼ),"6CF3+Q7P, Jl. Melon Mundusaren, Nologaten, Caturtunggal, Kabupaten Sleman",4.6,"['cafe', 'food', 'point_of_interest', 'establishment']"
ChIJszORIKNXei4RjDQbK97emDk,Made Cafe And Restaurant,"no.64 B, Jl. Parangtritis, Mantrijeron, Yogyakarta City",4.5,"['cafe', 'food', 'point_of_interest', 'establishment']"
ChIJ-WeC6kNZei4R8HgV8lgkXkw,CAFE KOPI JONO,"Jl. Jlagran No.7C, Pringgokusuman, Kota Yogyakarta",4.3,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']"
ChIJ_0-QsNVZei4RxO1W8-cB8sw,Cafe Pojok Johar 108,"Gg. Johar No.259, Ngentak, Caturtunggal, Kabupaten Sleman",5,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']"
ChIJxaJ_9b9Zei4RPGgm68bD0FM,Nevada Cafe,"6CG2+377, Jalan Nologaten Depok, Nologaten, Caturtunggal, Kabupaten Sleman",4.2,"['cafe', 'food', 'point_of_interest', 'establishment']"
ChIJ3RBKdxFXei4R3zHkxxts9BE,Retroest Cafe,"RedDoorz @, Jl. Jogja Ring Road Sel., Menayu Kidul, Tirtonirmolo, Kasihan, Jl. Jogja Ring Road Sel. No.2, Kabupaten Bantul",5,"['cafe', 'food', 'point_of_interest', 'establishment']"
